Unnamed: 0,아이디,댓글 내용
766,  @DucNguyen-nd6nc,"Leeseo's vocal has improved a lot, Yujin and Liz really impressed me.Wonyoung's vocal must be supersonic or infrasound. I can't hear her."
767,  @camiladarks9399,Liz never disappoint️
768,  @nannie7564,Leeseo has improved well
769,  @anishi95,Watch this video to listen to liz & yujin live voice 
770,  @brianpencil,Yujin is insane!
771,  @illliiilillil5188,ㅋㅋㅋㅋ장원영 안부르는건 그냥 디폴트냐궄ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠㅠ 아무도 뭐라고 안해ㅠㅠㅠ
772,  @user-du7xn3wn4c,목소리가 작아서 그렇지 원영이 부르고 있어요.. 소리키워서 한번만 들어주세요
773,  @user-lk7qd1lm9d, @user-du7xn3wn4c  후렴부분 센터 2번있는데 안부르는것같은데요?
774,  @klay5613,"장원영 욕먹을만하다. 본업이 가수인데, 저정도로 실력이 안는다면 노력을 안하는거임"
775,  @wooheung,​ @user-du7xn3wn4c  억지쉴드는 그만합시다.. 그런다고 나아질게 없어요
776,  @hyoyounlee6086,​ @klay5613  장원영도 노력 하겠지 옛날에 노래 별로 못했는데 저정도면 는거임.그리고 안무도 저렇게 빡센데 잘 안들릴 수 있음.
777,  @user-mv7cw2to6g, @hyoyounlee6086 그럼 춤을 덜 추고 노래를 불러야 하는 거 아니노 가수의 본분이 노래인데
778,  @insider_honcha0630,"안부른건 아닌거같은데,..목소리 넘 작아서 안부르는거나 마찬가지긴 함..."
779,  @hnhn8995,​ @user-mv7cw2to6g 춤을 덜 추면 무대가 심심하잖음 노래는 가릴 수 있어도 춤은 못 가리는데 그럼 일단 보기라도 재밌어야지 어쩌겠음 ㅋㅋㅋ
780,  @ae-yu3pg,"-liz, yujin, leeseo-gaeul, wonyoungI know Wonyoung's voice from the start of her debut was very thin, she sang but her voice was covered because it was so thin. I hope wonyoung is happyTheir dance has now improved a lot, and can be in the top position of gen4. then how can they sing well while dancing so energetically? IVE is the best group in any aspect in gen 4"
781,  @enviji3804,I can only here liz and yujin in the chorus owemji Liz is so stable with her solo parts!!!!
782,  @user-uh2cw4jx9m,리즈랑 유진이 고음 미쳤네리즈 음색 개좋ㅇ음
783,  @user-jj1uf1zd4b,리즈 유진은 진짜 노래 자체를 수준급으로 잘하고 레이도 안나왔지만 평균이상은 하는 것 같고 이서도 평균에서 더 잘하려고 노력하는게 보기 좋고 장원영이랑 가을만 평균으로만 좀 올리면 이제 라이브로 까이는 건 딱히 없을 듯.. 일레븐이나 아이엠 처럼만 파트분배해줘도 너무 좋을 것 같다.. 고음 유진 리즈 주고 킬포 리즈 주고 랩을 레이 조금 가을 많이 주고 레이는 보컬도 잘해서 일반 보컬 파트 더 많이 줘도 될 듯. 이서도 보컬파트 주면 될 것 같고 장원영은 저음 음색 돋보이는 파트챙겨줬으면
784,  @user-h77wekp9,이거 영상 유명해졌음 좋겠다 아이브 흥해라! 유진 리즈는 고음 완벽하게 하는 거 말 할 것도 없고 다른 멤버들도 라이브 많이 노력하는 거 티난다 ㅜㅜ 목 안 상하게 파이팅
785,  @flymetothegom,다들 유진이랑 리즈 얘기만 해서 몰랐는데 생각보다 이서가 너무 잘해!!!
786,  @oo-yd9zv,"유진, 리즈도 진짜 대단하다 생각했는데 이서 진짜 안정적이다.."
787,  @user-sv5bo8bv8w,원영이는 진짜 우짜면 좋을꼬..논란이 그렇게 많았는데도 이러는 건 진짜 노력해도 라이브는 극복이 안 되는지 이제 그냥 은은하게 부르는 듯 안 부르는 스타일로 굳혀버린 듯음원 같은데서 들으면 의외로 음색 좋고 한자리 하던데 라이브로는 진짜 그렇게 안 되나 잘해서 논란 찢어버리는 모습 좀 보고싶음
788,  @user-nr2ws7iz9i,이쁜척 조금만 덜하고 노래에 집중하면 더 잘 할 수 있을 텐데...
789,  @user-jg8bm4mc4i,최근 영상 엠알제거 한거 보니까 그래도 부르더라고요
790,  @user-fu2nv6xt7u,자신 없어서 안부르는 것 보다 음이탈나도 자신감있게 부르는 게 더 멋짐리즈랑 이서 응원합니다
791,  @T_xx-cd8wd,이서 많이 늘었다 잘해ㅠㅠ 본인 할만큼 확실히 하네… 전체적으로 다 앺라 럽다때보다 훨 잘한다 리즈유진은 말할것도 없고..
792,  @jujujujukim,"리즈 표정 변화도 없이 부르는거 ㄷㄷㄷ 유진도 잘부른다 ,,"
793,  @user-fp9ln6uf3b,イソって前々からしっかり音楽番組でも歌ってて凄いなぁって思ってたけど今回も最高…声が可愛いのに歌い方には力強さがあって好き…リズはもうあっぱれ。待ちわびてたその歌声。もう何回でも歌って欲しい。
794,  @NO_NAME_331,리즈 음색 쩐다
795,  @dznshn,i’m so proud of yujin fr
796,  @eunbi0603,와 진짜 미쳤다...
797,  @blushingtomato8408,OMG LIZ 
798,  @user-eh6nf7mv3z,와 안유진 시원하게 고음 다 뽑아버리네 대단 ㄷㄷ
799,  @poppp5652,유진 이서 리즈 넘 잘한다…
800,  @saieim.j2920,프로듀스 48   첫무대때  유진이는 라이브 잘했다고 생각했고 그때부터 팬이 됐는데  역시 내 기대를 저버리지 않았어!  안유진아이팅! ~ 리즈 고음 대박 ! 가성이서짱 역시 비쥬얼 탑티어 장원영~
801,  @shink1565,잘 생각해 보면 스타십은 시스타 만들어낸 기획사니까 아이브 보컬이 점점 강해지고 안정적으로 되가는것도 납득이 가네아이브 짱
802,  @Nuclear_Launch,효린 대박이져
803,  @Teruroom,高音パートを一生懸命歌っててかわいい
804,  @maeum_maeum,Leeseo is doing great
805,  @01y1n,"So proud that most of them have tried. Liz did da best and her voice is so stable and clear, yujin did very well also she finished most of the parts.Leeseo improved so much and she tried many and did very well I’m so proud.Gaeul did quite good so."
806,  @user-cl1bf8rg3e,노래 진짜 잘부른다! 아이브 최고최고!
807,  @user-nq9lg7mi6b,리즈 유진 대박이다진짜 쾌감쩔어ㅜㅜㅠ 리즈파트많아진거 넘조악....
808,  @gianohawks,"Liz and Leeseo, perfect"
809,  @BTS-Army4,"Definitely have a way to go till their voices are really stable but they sound great this comeback. Wonyoung has way to go before her voice is as stable but considering she didn’t even sing live during izone and barely sang during their debut, I’m throughly impressed with her progress. She still needs to practice more though. Yunjin and Liz they were great with those high notes and really stable since they have shown their capabilities in the past. Leeseo impressed me the most this comeback, her improvement is most noticeable. Her voice is stable and her control got better. Gaeul’s improvement is there but still needs more work, but she did great nonetheless. Overall, they have improved a lot since debut which is very pleasing to see."
810,  @user-io9sh5wg7y,리즈유진 둘이서 싸비 다 부르는거 미쳤다..
811,  @mingo5848,유진 리즈가 이번에 라이브 존나 찢네 둘이 같이 부르니깐 시너지 쩐다
812,  @mingo5848, @user-kw9ki4yx8m  내가 우찌 아노
813,  @user-wl2sn6td8s,유진 리즈 노래 왤케 잘해...
814,  @user-yv4fd7ft9e,가을 이서 진짜 많이 늘었다..
815,  @nguyenmiyuki8126,"leeseo improved a lot, wonyoung is forever silent "
816,  @user-dt5hd3ut9e,안유진이 진짜 체고야….
817,  @arthurjohn819,2:41 omg that hight note ️️
818,  @mood4319,유진이랑 지원이는 소름 돋게 잘한다️‍️‍️‍
819,  @nct.ZEN.,원영이두 라이브 열심히 해주면 좋겠다.....
820,  @woojinkim744,노래하면 죽는병있음
821,  @inyeondan, @woojinkim744  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
822,  @user-es4ql9tn4h,리즈랑 안유진 넘 잘한다ㅠㅠ
823,  @ddadda96,안유진님 고음 미쵸땅..그리고 이서님은 그 특유의 목소리가 그그 데즈아 뷰의(?)요런 너낌이자나요 진짜 요노랴에서 잘살린듯
824,  @queen__minnie,왜 한명은 여전하냐.. 나머지는 너무 잘하네
825,  @kmchae11,최근 음중 라이브 보세요 장원영 목소리 크게 냈어요.. 이때 왜 안 냈는지 저도 의문
826,  @in._.hye0330, @kmchae11  복붙인가 쉴드 그만좀..
827,  @user-jg8bm4mc4i, @in._.hye0330  그러면 뭐 항명만 욕함..?못한다고 욕하면서 늘었다고 하면 복붙 이지랄하고 뭐 어쩌라는..
828,  @in._.hye0330, @user-jg8bm4mc4i  찾아보렴 복붙맞으니까 그렇지ㅋㅋㅋ 아이브 데뷔몇년차인지 앎? 나머지 다 늘었는데 댓글들 조금만 찾아봐도 장원영 실력 얘기하고있음 저 영상 하나만 봐도 아는사실인데 얼굴도 되는데 노력을 안해서 이젠 하다못해 주변멤이랑 비교까지 됨 눈막귀막하면서 쉴드쳐주면 발전있을거라고봄? 사람들이 비판하는건 다 이유가있는거란다
829,  @kmchae11, @in._.hye0330  노력을 안하는 게 아니라고 말 하는 거잖음~ 어차피 다 똑같은 말하는데 복붙 하면 안됨? 장원영 인기가요 키치 보셈 눈귀막귀하는 거 아니고 장원영 라이브 열심히 했음 열심히 하는데도 그 부분을 안 보고 다른 부분을 보니깐ㅋㅋ 쉴드가 아닌 팩트를 말했을뿐
830,  @in._.hye0330, @kmchae11  이건 뭐 다른영상임? 이 영상 장원영 아님? 나머지 멤버들 목터져라 열심히 부르는건? 좀 반박할걸해ㅋㅋㅋ 존나 쉴드치는걸로밖에 안보여
831,  @kmchae11, @in._.hye0330  논점이 그거임? 이때 립싱크 한 거 맞는데 이제 라이브 한다고; 그럼 넌 과거의 사람임? 지금 장원영은 장원영 아니냐ㅉ
832,  @kmchae11, @in._.hye0330  이제 깔거 없는 거 나왔다 친구야 아이브 더쇼 라이브 보고 와ㅋㅋㅉㅉ
833,  @user-vo8ur4im1m,리즈 진짜잘한다
834,  @user-sc7ko4gr7u,유진이랑 리즈 미친 거냐 춤 추면서 저게 라이브로 어떻게 됨...?? 개높은데 너무 잘해서 속이 뻥 뚫리네
835,  @user-bm8ez5lb9r,"유진이랑 리즈는 그냥 레전드고가을이도 진짜 잘하고이사도 진짜 라이브 완젼 늘고원영이는 진짜 일레븐이랑 비교하면 진짜 늘었음개인적으로 이번 활동 안유진 ㄹㅈㄷ 라고 생각함 ,,, (레이야 아프지마)"
836,  @user-gq4xj9uw2v,들을때마다 라이브로 저 고음이 나오려나 했는데.... 리즈 정말 잘하네요. 이야~
837,  @user-vd1ns6dw7y,리즈 진짜 최고다
838,  @IVE_LOVE_All,"다 노력하는데 보인다 그리고 원영,이서 실력 겁나 늘었다♡♡ 처음은 주변 소음 떼문에 이상하게 들리는거 같아요"
839,  @lotusflower668,L I Z 
840,  @pyyjnaa5975,"liz, yujin and leeseo vocals"
841,  @thuythu7517,they have improved a lot! keep trying!!!
842,  @yurika7749,Why is no one talking about gaeul? Girly is singing loud and clear! She may not have any high notes but she is a lot more confident about her voice than she was at debut.
843,  @JIPCHACK-GWANGGONG,리즈는 싸비부분 센터에 없어도 뒤에서 혼자 다부르네;;;;; 안유진도 노래 개잘불러....춤추면서 가성파트가 어려워서 글치 이서도 연차 쌓이면 개잘할듯..원영이랑 가을선배는 연습 좀 더해줬음 좋겠다 쌩라이브 조아해요.....
844,  @babybaby_w,그니까요 앞에 장원영 있고 뒤에서 노래는 다 리즈가 부르고ㅠㅠ
845,  @Kimkk00,​ @babybaby_w  그냥 파트만 주고 센터는 다..
846,  @tjsrhkgus,리즈가 고음 다 쳐요 진짜 목소리가 리즈라 알수있음
847,  @hweiyenwong580,Why is no one talking about wonyoung? She’s good
848,  @wulandnw,Liz keren banget paling stabil. Good Job.
849,  @afidawulanika2545,Liz voice is so stable 
850,  @huniely9583,아이브는 라이브 천재였네
851,  @user-ys3hs2os6x,"와 여긴 유진,리즈가 대박이네"
852,  @user-kv2rc7uq8k,너무 잘한다ㅠㅠ
853,  @user-dw5kx1xv8l,リズさすがすぎるずっと綺麗な音色
854,  @user-hy5eo5tf1b,안유진 미쳤다
855,  @SVTmcarat0526,의외로 이서가 깔끔하게 잘 부르네..이게 바로 현실 고딩의 위엄?
856,  @leachen9754,Liz is amazing ！
857,  @tenten5194,걱정했던 것 보다 정말 잘해서 다행이다... 장원영도 좀 걱정했는데 뭐 나름 갠찮음.. 어차피 비주얼 센터는 있어야 하는거고 그 실력을 다른 멤버들이 커버해주니까.솔직히 안유진이 진짜 놀라운게.. 노래를 그렇게 잘한다는 생각은 안하고 있었고 얘는 그냥 얼굴 + 예능감이 되니까 나중에 배우로 빠지면서 지락실 10년동안 빵빵하게 하면 되겠다 싶었는데그냥 저정도면 팀내에서 가장 먼저 솔로로 나와도 되겠는데???? 근데 레이가 없어서 좀 아쉽다 ㅠ 솔직히 레이 음색 너무 좋다고 생각하는 1인어 뭐야 이 딴딴한 음색은??? 라고 생각하면 레이 파트더라
858,  @rusomtan,너무잘한다 진짜 이번신곡 최애임
859,  @bee6927,I’m so proud of leeseo
860,  @user-gc2vh5qw4q,왜 이거 보는데 눈물이 나지...ㅠㅠ 다들 정말 열심히고 예쁘고 기특하구 그러네요...ㅠㅠ 괜히 위로받고 자극 받고 갑니당... 진짜
861,  @koirvne,"Gaeul did so good in spite of her level, she killed it."
862,  @songkangg,리즈를 왜 수납했었는지 진짜 도저히 모르겠네ㅋㅋ 개잘한다
863,  @uesjsoosw,@user-gc3dl4ge6x근데 전보단 확실히 나아짐 다들
864,  @chimi9070,ユジン流石すぎる…大好き…
865,  @shansmarch,YUJIN OMG??? the improvementttttt
866,  @anatalias,she always been that good tbh
867,  @user-rt3no2eh7u,이제 가수 같네...멋지다 리즈 유진
868,  @user-yi3ps7kg1y,와 이걸 부를줄 몰랐네 엄청 높다생각했는데 역시 유진이!
869,  @Absgasuki,리즈 고음 올리는 거 제일 탄탄함 진짜 소름돋았네
870,  @user-cw2zt6cn3e,노래 다 잘하네.. 역시 아이브
871,  @janah6918,I can't hear wonyoung voice.Leeseo voice is so relaxingLiz and Yujin are always on  their vocals are so amazing
872,  @silverain,0:51 i hope now you can hear Wonyoung's voice
873,  @janah6918, @silverain  I thought it was also yujin's voice
874,  @silverain," @janah6918  if I'm not mistaken, Liz, Yujin, Wonyoung and Leeseo were singing that part"
875,  @janah6918, @silverain  yeah you're right 
876,  @mac-hs1xu,"유진이 that's  life할때 빌드업 없이 그냥 올리는것도 어려운데 123,123.fly  up ~하고 길게 부르면서 유지하는것도 힘든데..춤추면서 된다고? 미쳤네...커버영상 보면 음색으로 좋은 목소리 낼 수 있는 노래 주로 커버했던 이유가 고음은 되니까 그런거였나보네..춤,노래, 피지컬,예능,얼굴 도대체 못하는게 뭐냐..사기캐.."
877,  @hye_yoon1019,"리즈는 잘하는거 원래 알았고 가을이랑 이서는 보면서 많이 놀랐네,, 유진은 고음 잘하고... 다들 사람이 아닌가"
878,  @yuruliu1040,원영 이 노래하지 않는 것은 불가능합니다. 모든 면에서 완벽한 아이돌이다. 녹음 현장에 있던 팬들은 유안잉의 노래를 들었다고 한다. 부당한 노이즈 감소 동영상으로 그녀의 노력을 부정하지 마세요. 그녀는 모든 사람의 사랑을 영원히 받을 자격이 있습니다.
879,  @esthershek9738,"Liz is stable as usual, she never disappoints "
880,  @lachimolalaarmy7323,"It's true!!!! Liz’s voice is insane...As expected ive main vocalist, I love her "
881,  @mscb5817,"The girl is over here eating cds  her vocals are so good, hope she gets more and more lines"
882,  @francinejavato3308,"COME ON, MAKNAE LESSEO DESERVES MORE APPRECIATION!"
883,  @user-ij1gd3gd7j,아이브 라이브 진짜 잘하네
884,  @samgonie,후렴 진짜 소름 돋아ㅠㅠ 왤케 잘해.....
885,  @kyliehon1249,진짜 유진이 돌아온 것 같아 너무 감동적이었어요ㅠㅠ 아이즈원 이 그녀를 응원하기 시작했기 때문이다ㅠㅠ
886,  @chmod183,이서 이번 노래에서 엄청 잘 함..!!! 깜짝 놀랬네
887,  @sahpak90,테마마다 안유진 리즈 고음으로 꽉꽉차고 이서 진짜 새 발견 너무 장하다
888,  @baka_2094,아니 가을이에 대한 언급이 아무도 없네 난 가을이 진짜 늘 잘하고 있다고 생각했는데.... 가을선배 최고
889,  @kobgnoy,유진이랑 리즈 라이브 실력 좋네
890,  @wildatunrizkakhoiriyati3581,"God job for IVE. Wonyoung, Liz, Yujin, Lesseo, Gaeul (-Rei)"
891,  @ramo947,가을이 잘한다!!
892,  @dimskiilalalalal8890,Suara Liz stabil njirrr
893,  @leejeno4121,"people like to talk shit about yujin but if you have been following her since PD48 you would know the girl can SING. and now she’s really gotten way, way better and this video is proof. We’re talking about constantly hitting a G5 while dancing here, she must’ve practised really hard for this. I must say she did a great job because she sounded more or less at ease throughout the whole song, even the “Fly Up” at the end was quite relaxed. yujin’s constant desire to improve in every way is just admirable. she really is an all-rounder."
894,  @user-vu2st7vq3r,리즈하고 유진이가 싸비 코러스로 해주니 겁나 탄탄하네ㅋㅋ 진작 이렇게 해주지..
895,  @Iesyeuxdenini,IVE IS SO AMAZING
896,  @qwerty-cr4kt,이서 잘한다!!
897,  @user-nf5bw4nc1o,가을도 너무 잘하는데 가을 라이브 너무 늘었다
898,  @justinseagull7452,Gaeul great job!!!
899,  @user-mq4zq8de1o,우리유진이 진짜 미쳤다 와....대박이다
900,  @user-pc7hd8lf2m,단체파트는 립싱크할 줄 알았는데 이악물고 부르네.. 대단하다
901,  @seeseo2367,"""리얼 라이브 넘~우 좋아"" 라이브 실력 좋은데 누가 시비를 걸었지?  참! 어이가 없네...  아이브 최고 "
902,  @user-go6ce8rv9i,와...이서랑 원영이 실력 많이늘었다...가을이도 잘 부르고 유진이랑 리즈는 고음 짱!
903,  @user-qr8xi6ck2j,덕질할 때마다 메보잡이였던 나에게 느껴진다... 이번엔 리즈라고... ㅠㅜㅜㅜ 엠알제거랑 라이브무대 볼때마다 열심히 해서 너무 기특함
904,  @xaviechan,Liz proving us once again that she deserves her lines
905,  @phyrusship45,Léeseo is like out of the expectation !!! She’s doing so well !!
906,  @user-gb2tm9tb2r,안유진은 믿어야 돼 ㅇㅈ ㅈㄴ 잘한다
907,  @_subin3992,진짜 유진이 리즈 고음 대박이고 이서진짜 많이 늘었음 원영이도 일레븐 때랑 비교하면 그래도 많이 노력하는게 보임
908,  @samgonie,이서야 진짜 너무 잘해.....
909,  @user-ms4tu2se2y,가을 하고 리즈하고 이서가 진짜 잘 부른다!!
910,  @haewon4841,"2:22 I got goosebumps, yujin ate"
911,  @yeye2un,유진이랑 리즈는 항상 놀랍고 이서는 진짜 잘한다
912,  @Yu.hx_1,"리즈, 유진 완전 잘 하는 건 알았는데 이서도 레전드다…….."
913,  @sea-_-cloud,뮤비 나왔을때 라이브 불가능할것같아서 또 한동안  논란 핫하겟구만햇는데.... 와... 걍 질러버리네... 멋잇어 ㅠㅠ
914,  @user-be9qj8ut7v,잘부른다.. 앞으로도 화이팅
915,  @mklee7123,그래.....처음 도입부에서 연습 많이 해야 할 멤버는 본인도 알고있겠지? 자신이랑 연관 동영상 보면서 느끼는게 많을거야...누구라고는 말 안해도ㅠㅠ진짜 잘하는 멤버는 딱 티가 나고!! 이번 신곡 너무 좋으니까 다 같이 잘해서 이쁜말만 듣길
916,  @jonasshiujunhimgsps6078,liz slays so hard chef’s kiss
917,  @adysyady5527,"Liz & Yujin live vocals are undeniably great. But Leeseo really did so well, both her parts and Rei's. So happy to see her effort to sing and not just simple lip -syncing "
918,  @user-po4pj3iy7b,유진 리즈는 잘하는거 아는데 이서도 진짜 잘하고 열심히 한다 믓있어 잘하고 잘불러ㅜㅜ
919,  @user-cn7yd3df6i,하 안유진 미쳤다고
920,  @isabelguan4165,They are improving ig
921,  @Cyaa-nc2gm,와 안유진 제발... 개멋져
922,  @ten5369,leeseo is good singer too️️️
923,  @manifest3695,LEESEO ATE THAT STAGE UP singing for 2 parts as stable as she can im so proud
924,  @oijgigie8584,이서 첫 파트 너무 좋다 ..
925,  @eeee6930,이번에 파트분배 되게잘한듯 장점다살리네
926,  @razzberryland_,I love Leeseo 
927,  @Ggggggg-ly5zc,이서 너무 잘한당 ㅜㅜㅜ
928,  @minweek,"리즈,유진은 잘하는거 알고있었는데 이서 노래잘하네!!"
929,  @ummee-qq5lv,리즈 유진 이서 진짜 완벽하다 ㄷ ㄷ
930,  @harr1_00,안유진 굉장하다
931,  @sori4086,It's not a mistake to pick Liz and yoojin as my fav members.Even for me liz is the most beautiful member
932,  @yamaiiii,yooo liz slayed!
933,  @user-zz6nz3yy9r,리즈 유진 고음 시원하게 지르니까 넘 좋네원영이는 부르긴하는데 성량이 아쉽다앞으로의 무대 더 기대해봐요~~~~
934,  @user-vq8wm1tw8d,리즈는 파트 계속 많이 맡았으면.. 실력파좀 이끌자 스타쉽아
935,  @ranggaadiguna973,"Liz, leeseo, yujin is the best, they are so stable"
936,  @user-ij1gd3gd7j,이서 레이 파트할 때 진짜 잘하는게 보임
937,  @ingridlam125,Wow everyone improved SO MUCH except wonyoung.
938,  @user-ly7zd8um1u,리즈 대박이다 떼창구간에 리즈 목소리 엄청 잘들려 이서도 엄청 잘하네!
939,  @user-le5dc7zu8u,후렴 마지막에 후아엠~ 여기 진짜 개쩐다 유진이가 음원보다 더 시원하게 질러버림
940,  @user-nr8fl6ow4c,안유진 미쳤네 어디 하나 모난 곳이 없어 크게 될 거다
941,  @55NJ55,리즈 유진 둘도 둘인데 이서가 진짜 신선한 충격이에요... 솔직히 이정도면 리드보컬 아닌가요...?
942,  @user-ho9jz5el9d,아님 ㅋ
943,  @Cheese_0512,내가 드디어 미친건가 싶은게 노래 처음들었을때 유진 이서 파트만 맴돌았음 유진이야 말할것도 없고 이서는 이서만의 비음이랑 가성이 매력이라서
944,  @user-xc5rb2jj8p,ill be fall away랑 that’s my는 ar쓸 줄 알앗는데 다 라이브네ㅜㅠㅠ 멋지다 와기들..
945,  @yangdani3047,유진이 지원이 현서 열심히 하는 거 너무 보기 좋다!!
946,  @dialing1111,Liz on fire ️‍
947,  @coroco1287,안댕댕은 내가 프듀 >> 아이즈원 때부터 응원했는데 시간이 갈수록 사람이 더 발전하기만 하는 ..대단타!!!!!!!!!!
948,  @BlackRoseeeOfficial,LIZ parahkeren banget
949,  @mode4722,My baby Liz is always doing great How wonderful she is when she didn’t even lipsyncing a word I can see the smiles on her face as it’s been a long time since she sang this much
950,  @user-zt6bv8sz1p,와 후렴 리즈 라이브 미쳤네
951,  @izoneclassy1058,Yujin I love you so much
952,  @jjy-2923qqqgj,장원영은 춤을 추러 나온건지 끼발산을 하러 나온건지 노래를 부를려고 나온건지 몰겠음
953,  @cwkkn1819,리즈랑 유진이는 진짜 잘 부르고 이서도 엄청 늘었네 가을이랑 원영이는 라이브 연습 좀 더해야 될 듯....
954,  @eugenekrab9169,Liz....wow she is daebak
955,  @user-wg9vl8gr9l,1위해서 시원하게 라이브가자  아이브 넘 예뻐요
956,  @user-eh6is2wf4c,원영이때문에 무리일듯
957,  @user-wg9vl8gr9l, @user-eh6is2wf4c  우리걱정이나 하기로해요 워뇽인 원탑이라. ㅋㅋ
958,  @baby_o3o, @user-eh6is2wf4c  난 잘 살아 내 걱정은 낭비야 ~~
959,  @tigdf_nki_gik,​ @user-eh6is2wf4c  니나 잘하세요
960,  @user-vb1zf2vn7o,​ @user-eh6is2wf4c  원영이 까지 마시길.... 저는 원영이 차애고 유진이가 최애에요
961,  @user-sy2te3ij9s, @user-eh6is2wf4c  일단 장원영 노래 못하지 않구요 ㅋㅋ 저정도 비주얼이면 어느 그룹에서든 모셔와야지 게다가 성격 인성 지성도 완벽하다던데 사람이 어떻게 저렇게 완벽하지..?
962,  @user-je2js3rs9q, @user-wg9vl8gr9l  대참사 시즌2 일어난다 그냥 노래 안하는게 좋을듯
963,  @user-je2js3rs9q, @user-sy2te3ij9s  노래를 못하지는 않아 ㅋㅋㅋ안하는거자나 ㅋㅋㅋ어차피 돌판  여초 비주얼이자나 ㅋㅋ
964,  @saidso8206,​ @user-sy2te3ij9s 원영이가 노래를 못하는게 아니라고?? 아무리 팬이라지만 이정도면 막귀아니냐?? 그냥다른팬들처럼 원영이 노래는 커버치지말고 다른애들 칭찬을해라 차라리
965,  @user-sy2te3ij9s, @saidso8206  녹음하시는거 찾아보시면 그런 말 안나옴 고음이 약한건 맞는데 장원영만의 음색을 좋아하는 사람이 많음
966,  @user-vh4we8zf8s,억빠와 억까가 같이 있네 개웃기다 그냥 웃음 밖에 안나옴
967,  @user-th8uw8pn5u,​ @user-wg9vl8gr9l  원탑...ㅋㅋ
968,  @user-pd2ez5os2e, @user-eh6is2wf4c 열등감 으 ㅉ
969,  @user-tu6ir4hn6x,이번 곡은 원영이 본인 음역대에 잘 맞아서 네컷라이브에서 라이브한거 개잘하던데? 여기선 성량때문에 같이 제거당해서 제대로 안 들리는거고 ㅋㅋ
970,  @user-lv4qz6qm2m,장원영보다 못하는애들 수두룩빽빽인데 존나 까이네 진짜
971,  @dcpigmaster-2,​라이브잘해야가수 장원영이 남자한테안먹힌다는 똥소린 좀 첨본다 아이즈원때 김민주랑 같이 남초멤버였는데
972,  @dcpigmaster-2,​라이브잘해야가수 남자한테 잘먹히는 아이돌 누구누군데
973,  @dcpigmaster-2,라이브잘해야가수 파노라마 때랑 지금이랑 똑같은데
974,  @dcpigmaster-2,라이브잘해야가수 지금도 남자한테인기많은데 장원영 ㅋㅋ
975,  @dcpigmaster-2,라이브잘해야가수 그래서 남자한테인기많은 여돌이 누구있냐고 쳐 말해보라고 ㅠ
976,  @Fearnot_yunjin, @user-eh6is2wf4c  늘었는데?ㅋㅋㅋ
977,  @user-lv4qz6qm2m,라이브잘해야가수 와;;아저씨 그만하세요..
978,  @gbv1,"라이브잘해야가수 가입하자마자 그 ㅈㄹ; 우리 제발 인터넷에서까지 친구 없는 티, 찐따 티내지 말자.."
979,  @user-yc4dfql9, @user-lv4qz6qm2m  약간 찐따들이 인싸 어떻게서든 까내리는 느낌임ㅋㅋ
980,  @user-pd2ez5os2e,@user-gc3dl4ge6x 댓글 달고 다닌 거 보니까 참 불쌍하다... 원영이한테 열등감 그만 느끼고 현실을 사세요ㅜㅜ 젊고 이쁜애 질투 하느라고 여기저기 댓글 쓰고 다니네ㅋㅋㅋㅋㅋㅋㅋ 불쌍함🥹
981,  @seoavel._.y,"유진 리즈 이서미쳣다,,리즈랑 유진이는 고음안정적으로 잘내고 이서도 음색엄청예쁘당 원영이는 목소리좀 냈으면좋겠음ㅠㅠㅠ"
982,  @user-ee9wf3zm1n,리즈 미쳤다
983,  @harucale3874,Jang wonyoung i am so proud of you please have more confidence. The sound of your voice is very lovely!
984,  @user-second_wife,유진 리즈는 알고 있었는데 이서는 애긴데 개 잘한다
985,  @J_draw,안유진님 진짜 미쳤는데...??
986,  @kangjijijiyeon,LEESEO SLAYED!! SHE IMPROVED SO MUCH  I'M SO HAPPY THAT PPL FINALLY APPRECIATING HER
987,  @user-ci5bt7bn7n,와 이번에 이서 진짜 잘한다
988,  @Yeeeee_uu,타팬인데 진짜 너무 멋있당.. 왜 내가 눈물남 ㅠ
989,  @uhadmeathello,Yujin wow....
990,  @uhadmeathello,Also liz and LEESEO!!!
991,  @xinmer2107,张元英真的 实力真的不及颜值 liz宝宝真的太棒了！
992,  @max4599dd,2:21 안유진... 미쳤어요??? 개 잘하네...
993,  @2FullMoons,"They sound really good considering that they are also dancing, they improved a lot and will continue to do so. I’m so proud of them, they keep proving the haters wrong.  off topic but Liz is SO gorgeous in this styling like wtf"
994,  @ro_di_,와.. 유진아 진짜… 와…
995,  @user-fd8ih6rm1f,와 이서가 진짜 잘하네.. 안정적임
996,  @dalbongpapa,잘한다 잘한다 우리 아가들~
997,  @user-vu9rp1hy9z,아니 가을은 진짜 저 파트가 뭐라고 이상한 삑사리가 계속 나지ㄷㄷ
998,  @1llyy,they devoured this comeback idcc
999,  @cinnamon-3047,"One of the most impressive live singing I have seen in a while, given what the song requires. Wow!"
1000,  @lovellhandless,​ @multifan6679  &team too
