Unnamed: 0,아이디,댓글 내용
696,  @Hotsaucedeeplydipthat,대한민국 음방 앵콜 역사는 트와이스 모어앤모어 전후로 나뉜다…
697,  @user-le1qo5re5u,아니 가사실수 머징
698,  @ngenge664,I love Zuha vocal
699,  @user-iw3fr8fl2g,"채원은 그냥 잘 부르고, 윤진은 좀 긴장한것같고, 은채는 그냥저냥..카즈하는 보컬 좀 연습하면 괜찮아질듯..꾸라는 보컬쪽은 포기하고 얼굴, 랩으로 살아남자..12년차, 프로 떵떵거리더니 저정도면 못바꾸는거...진짜 노력하면 바뀔지도..근데 처음 고정된 창법은 고치기 많이 어렵지"
700,  @xianxiannn,Sakura how did you let a 16 year old outperform you that's just embarrassing
701,  @it2952,이게.. 너무 안좋으니 어떻게든 노래 안하고 빼려는것처럼 보이기까지 해버리네
702,  @mari-sk6om,"Literally the easiest song to sing while standing, and they're still awful.. Yunjin and Chaewon HARD CARRYING..."
703,  @rizkyaditya5479,Why every encore stage idols group kpop gen 4 never sing without dance like kpop group gen 2?
704,  @valeriaortizsuarez7535,Chaewonie leader so cute giving her speech omgggg they're so precious Unforgiven 1st win🥹🩷🩵
705,  @coolbeans1122,hybe debuts pretty faces not singers 
706,  @user-ok2it3mf6x,사쿠라는 진짜 낮은음도 겨우부른다ㅋㅋ
707,  @jijeonghwan,못 하면 이렇게 죽일 듯이 까이는데 긴장해서 제 실력 안 나올것도 같음. 다들 벌벌 떨면서 하네. 다들 어린 친구들인데 너무 상처 안 받았으면 좋겠고 이걸 계기로 보컬 연습 더 열심히 해서 실력으로 증명하는 방법 밖에 없을 듯.
708,  @21lee56,"팬들 숙연 개웃기네,,,"
709,  @nmzxq2090,"а мне в прошлом году твердили, что серафимки вокально сильнее айв"
710,  @1207_0,Chaewon es la unica que canto bien y con estabilidad 
711,  @meilichankan9282,"I feel like fans are weird. When idols don't get enough line to their taste, they bash the company for it. And then when those same idols receive more important parts, the same ones who blame the company for quote-unquote not giving fair line distribution start wondering why such challenging parts are given to those idols. Like, choose what you want or just trust the company and idols' choice maybe?? Unless the idol really doesn't have more than 30 seconds in a 4 min song, sometimes there is a reason why some idols have fewer parts. Maybe it's because of their vocal ability or maybe their voice doesn't really suit the song. There are really a lot of factors as to why some idols have fewer parts. Yes, there are some really awful line distributions but again have some thoughts on it before bashing"
712,  @user-wa1cge8m,이번에 허리 꺾고 바닥 기다가 벌떡 일어나고 하는 안무들 때문에 라이브하기 힘들거란 건 이해하는데 다음 곡은 좀 라이브에 집중해서 실력을 좀 보여줘야 하지 않을까 아예 AR을 염두해두고 안무를 짜서 퍼포먼스에만 집중한 건지 노래가 너무 불안함 춤 안추고 생라이브일 때조차 음정 불안한 건 좀 심해 그나마도 윤진이랑 채원이 빼면 나머지 세명은 진짜 발음도 큰일이다싶음 매번 라이브 때마다 긴장하고 덜덜 떨면서 염소 창법 보여줄 수도 없고 다음엔 진짜 성장해와야 할 듯 ㅠ
713,  @user-nw8lj5cw9v,진짜 외국인들까지 비판할 정도면 진짜 심각한 거임..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
714,  @yoon2397,그냥 노래는 채원이랑 윤진이가 많이 하고 은채도 나름 연습 조금만 더하면 잘할 것 같음..즈하도 랩은 생각보다 되게 잘하는 것 같고 엄청 또박또박 하려는 느낌? 즈하는 노래는 아니고 랩만  주는게 맞는것 같고..사쿠라는 그냥 연습을 많이 해야될 것 같음
715,  @kimvious,eunchae shocked me sm
716,  @angiet94,"I remember commenting on a TikTok video where a person posted the girls when they had one of their first wins. People were judging them so hard, saying mean and nasty things. You could see they were very nervous and were far away from being perfect, and I said they are just rookies, they have plenty of time to practice. And they have. This is a great performance, not perfect but definitely proud of them and how far they;ve come "
717,  @itisvic5951,As someone who isn’t really a fan of them I don’t get what y’all are saying about their voices. They sound fine LMAO. Y’all just used to idols lip syncing all the time and don’t know the difference between LIVE vocals and ones that are a complete back track…
718,  @user-pz4vq8qo4k,아... 윤진아 사랑해
719,  @NOTHINTOSMILEABTML,SAKURA KAZUHA NEEDS SPECIAL VOCAL LESSON INSTEAD OF THOSE ABS WORKOUT LESSON
720,  @NS-bl8xu,dont know why you would give kazuha so many singing parts when she is clearly the worst like chaewon literally exists
721,  @SY-ql8zr,3:16-3:20
722,  @shParkkk,용서받지 못할 라이브...
723,  @violetrose1613,3:36 im crying she wasn’t built to be an idol AT ALL 
724,  @eunchae7868,일본 멤들은 발성 자체가 문제인데 그렇게치기에 리즈 같은애들은 노래도 잘함... 은채는 대체
725,  @strawnut6652,"Nerve-wracking to watch, painful to hear, I'm sorry. Thay should just dance  Yunjin and Chaewon, really be working hard to carry this group vocally."
726,  @minae7761,They wasn’t as bad as y’all make it seem
727,  @rexcymoehammad8005,This such voice i didn't excpet it before...bad .
728,  @user-gp1qk2sc1v,떼창파트 못하는 앵콜은 처음본다...
729,  @wlee7687,일본인들 발성자체가 진짜 노래를 잘하기힘든구조인거같음. 소리를 다 먹는다해야하나 영어발음/발성도 안좋은게 그때문인거같고
730,  @yunjin-lm9qq,채원:잘함윤진:잘함(‘난 금기를 거녀‘부터 잘함)은채:연습 좀만 하면 잘 부를듯.즈하:잘했는데 중후반에 고음이 아쉬웠음쿠라:염소가 되면 안돼…All:같이는 좀…(다만 즈하랑 쿠라랑 하는건 괜찮은 것 같음)초반:솔직히 못함(채원 부르기전)중후반:잘함(채원 파트 나온뒤)연습 하면 fearless 음향사고때처럼 좋은 실력 보여주지 않을까?신기한거:더쇼 fearless는 이것보다 더 못한것같은데 음향사고때는 또 잘함. 걍 앵콜 그져 즐기려고 하는건데 너무 평가하는게 아닌가 싶다.
731,  @breadjinnee,"I don't get people they are singing good there can be ups and downs they are really good. And people be hating on them and not knowing anything about singing, dancing or anything. Like bruh"
732,  @umbrastudio8069,I'm so scared to watch it everytime sakura and kazuha opened their mouths 
733,  @user-ob8rr9hy3f,진심 영상 끄고 보여주면 여고생들이 부르는줄 알겠음.. 이건 진짜 아니다 이정도는 음치수준 아닐까..? 지인들만 봐도 저거보다 훨씬 잘 부르는 애들 수두룩 빽빽인데 실력파인줄 알았는데 좀 아쉽다..
734,  @zeynep-eu5xl,huh yunjin never disappoints
735,  @user-zz1rk4el3p,채원:개잘함허윤진:개잘함까지는 아니지만 존나 잘함은채만채:못하지는않지만 나아지는중카즈하:못하지도않고 잘하지도않는 사쿠라:나아져야함....
736,  @ghskaefj5625,"Ребят ,ну это полный пипец"
737,  @user-wv6fw3by3c,30대 틀인데 이게 애들이 좋아하는 가수 라이브수준임?라떼는 말이야 죄다 라이브엿는데 버스킹하는분들 모셔다해도 이거보단 라이브가 듣기 편함..솔직히 가사 자막도 없으면 뭐라는질 모르겟음..웨데게따 워떠게슈 이카는거같네.
738,  @reggaetonluv,it's not really that bad compared to encores like jimin's or twice's but for an idol group that comes from the currently biggest kpop company is definitely disappointing
739,  @chanja7,총체적 난국...
740,  @jackyling3339,chaewon carried and slayed
741,  @user-vp3sl3bc2f,채원이가 젤 잘불르는데 파트좀 나눠주지..
742,  @jiwonpark5937,사쿠라는 왜 저렇게 목소리가 떨리지
743,  @user-oq9ck9lg9p,이런그룹이 1등을 했다고..?? 대한민국 음악시장 다 죽었구나..
744,  @mymeloly,괜찮아 꾸라야 이제 춤 대신에 보컬 독기가득채우고 연습하자 연습하면 안되는거 없더라
745,  @heechan_kang,자존감 존나 세네 ㅅㅂ ㅋㅋㅋㅋ
746,  @nihed4380,Ik chaewon and yunjin are great but I'm really surprised by eunchae vocals she is sooo goood
747,  @user-ec2uq6dg9q,사쿠라는 진짜 깨네..
748,  @raygin6581,I can forgive kazuha because she barely had training before debut but sakura??? I dont get how her vocals can still be that bad after a decade in the industry
749,  @mintell0426,2:29 윤진아 제발 저 때만 목 안좋았던 거라고 해죠 울윤진이 잘하는거 사람들 다 아는데 이렇게 르세라핌 깎아내리려는 사람들이 많으니까 속삭해ㅠㅠ
750,  @user-np3we9to6v,윤진이랑 채원이가 진짜 잘하네ㅋㅋ다른 애들은..음..음
751,  @thatonehyunjinfan4491,Eunchae was the only stable one here
752,  @AhmedAhmed-Divo,that's why she's the leader even vocally she's the strongest
753,  @user-ey3nr2yq8j,카즈하 - 음 좀 높아지거나 좀만 힘 있는 파트 되면 불안해짐사쿠라 - 그냥 목에 힘 자체가 없음...막내 - 동요 부르는 초딩 느낌...?채원 - 생각보다 노래를 못하네..윤진 - 다른 멤버들 보단 괜찮은데 뭔가 컨트롤이 안되는 느낌진짜 이 팀은 퍼포로 능력치가 다 간 듯...
754,  @user-vh3wy5pb2k,"пожалуйста, не забывайте, что айдолы это люди, а не роботы"
755,  @Alanielore,이제야 사쿠라에 줄이 가장 적은 이유를 알겠네요 
756,  @Chloe-bo1xc,"사쿠라 고개 가딱 하는거 킹받네그리고 허윤진도 음 다 나갔고 가사 못 외우고 불안해 하는거 티나는데, 왜 은근슬쩍 김채원이랑 묶어서 보컬파트 나눠주자고 하는지 모르겠음"
757,  @luchae270,Handsome Xiaojun 
758,  @mizutama6732,咲良緊張してるようにみえる咲良の声が大好き！そんなファンもここにいるよ〜！！
759,  @user-bv4gt1vk2k,"허윤진(랩 절긴 함)이랑 김채원은 그래도 확실히 잘하고, 은채는 음정은 맞추는 수준이니까 노력 좀 더 하고, 카즈하는 보컬 피나게 노력시킬 거 아니면 래퍼로 돌리고, 사쿠라는....진심 너무 안타깝지만 이쯤 되면 그냥 타고난 음치가 아닐까 싶은데 ㅠㅠ"
760,  @HeyItsMeeTee,this was just hard to watch. Maybe HYBE should give them a song they can ALL sing and not just Chaewon and Yujin.
761,  @hessaa1712,I always don't understand why yunjin don't sing well :/
762,  @user-wh3sz7hb5x,사쿠라는 진짜 심각하다.. 노래 연습 시급하다
763,  @bhumimathur127,I'm just here to watch xiaojun anyone else?
764,  @thursdayschildhasfartogo,eunchae did so well!! ♡♡
765,  @manchim-zr1rv,김채원씨는 홀로 생존하셨습니다
766,  @esfj8969,차라리 카즈하 보컬부분 허윤진 주고 카즈하가 허윤진 털기춤(?) 하는 그 부분 하는 게 좋았을듯.. 그나마 카즈하가 그 부분 소화 가능했을 것 같음
767,  @bangtanforlife2216,except for sakura they did so well...whats with the hate.oh right its hybe so hate is always directed to it
768,  @Seoa66,"채원,윤진 진짜 잘하고 은채는 좀만 연습하면 될거같고 즈하랑 꾸라는 연습이 많이 필요할듯"
769,  @user-pq6jg5dt6s,김채원 하드캐리중ㅋㅋ
770,  @dorisdai2234,"chaewon is really the best of the LESSERAFIM, both in singing and dancing"
771,  @vell2994,The Korean comments are literally destroying them. It's not their fault that hybe got them jobs as singers . Honestly I think they are even better than twice. You can give constructive criticism but hating on them won't make anything better.
772,  @KimWinteriscoming,욕 엄청 먹길래 궁금해서 들어와봤는데 카즈하 랩 매력있게 잘하고 보컬이 약하지만 열심히 정직하게 부르는 것 같아서 마음이 간다...김채원은 확실히 안정적이고 편안함
773,  @user-gn9iv6tz3c,와~~  여중 코노 수준이다 ㅋㅋㅋㅋ
774,  @foxman894,"노래 비트가 넘 빨라서 그러지 않을까요? 못 해도 난 르세라핌이 젤 좋앙~~그 넘의 라이브 따질거면 인순이,이선희,조용필 노래 듣던가ㅋㅋ"
775,  @user-rc4fw2sd6e,사쿠라...ㄹㅇ그저 goat
776,  @user-bi5qh3iu1b,2:10 만채 웃는거 넘 귀엽다 
777,  @user-sw2ti7xo4z,걍 고음은 다 윤진 채원 주고 즈하 꾸라 랩 은채 적당히 섞어서 주면 될 듯 싶은데..
778,  @kimjiyeonn,"Почему вы такие злые?? Бис в любом случае создан, чтобы повеселиться. Они выиграли, поэтому у них сильное волнение. Вы бы спели не лучше на нервах.. ️"
779,  @user-sw3cc3gj9j,왜이렇게 빨리 컴백할 수 있었는지 알겠네ㅋㅋㅋ 대충 보정 존나 때려박은 앨범들고 7개월동안 춤만 연습해서 컴백 짠. 이게 가수?ㅋㅋㅋ 딴따라가 맞다
780,  @jimm8_642,"worst encore, chaewon carrying the team"
781,  @user-ri9jy2dw5c,르세라핌 팬들 정치질 해대면서 아이브랑 에스파 그렇게 까더니 ㅋㅋ 현실은 르세라핌이 제일 최악
782,  @user-wt2ti7gu5q,1위에 실력점수도넣자 .....
783,  @user-ng6iq2sc5z,0:57 아니 여기서 맨 왼쪽 카즈하 배 보다가 맨 오른쪽 멤버 보는데 배꼽이 개 작아서 충격먹고 한참을 봤는데 점이었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
784,  @eunoia2777,"윤진 채원 은채는 진짜 음원이랑 거의 비슷함,, 경이롭다 ..."
785,  @Dosii,여고생들의 학예회
786,  @user-gc2sb4by9g,"팬갤에서 막 미쳤다 인간cd다 라고해서 보러왔는데  음,,, 스테이씨랑 엑믹스때문에 귀가 너무 엄격해진듯하다"
787,  @risong__,아이즈원 망한 무대 잔소리에서도 그나마 캐리한게 채원인데 음색도 괜찮고 여전히 얜 깔생각없다. 허윤진은 생긴건 실력파 지효같이 생겼으면서 성량도 딸리고 나머지 멤들은 발성 트레이닝이 얼마나 안되어있으면 이어지는 음 조절하는 거 불안해서 못들을 정도냐...
788,  @iknowleeknowie4078,"Honestly, I could only hear Chaewon and Eunchae's vocals, the rest of them really surprised me for being able to sing so strangely."
789,  @czechmatey,who are these people's parents and how did they debut under the biggest label in kpop? sus.
790,  @Korean_corndog,Eunchae were only one stable there
791,  @gofa1225,쿠라야....진짜 제발 보컬연습좀 빡세게 해줘 ㅠㅠㅠ
792,  @user-yo7dt3og2v,진짜 요즘 여돌 1군 비주얼은 다 예뻐서 쇼츠 자주 보지만... 얘네뿐만 아니라 오래 전부터 아이돌 1위 앵콜 라이브 논란 계속 나는 거면 전체 하향 평준화 아님? 돈 많이 벌면서 일반인 실력도 안 되는 거 킹받는다ㅋㅋ
793,  @jminleeeee,얘네는 진짜 멤버 하나하나가 끔찍하다. 아이돌 원래 다 이러나 했는데 얘네는 그냥 가수라는 타이틀 자체를 뺏어야하네..
794,  @etisopiah3556,Chaewon voice< 3
795,  @user-ch9fq1rn3l,3:16 이부분 가사 뭐예요??
796,  @areyouready-3742,宮脇咲良、楽な仕事だな
797,  @user-jw3tr2zj4x,eunchae vocal jjang is the best
798,  @cutepie4318,
799,  @user-fd3ky6yq9y,참 웃기긴 해 소비자는 순위 다 나온 뒤에야 원래 목소리를 들을 수 있다니ㅋ
800,  @BK-do4tr,독기그룹 타이틀은 엔믹스 줘라 채원이는 잘하네..
801,  @demipham595,Sakura did really worry so much about her singing. She couldn’t smile before her rap part and the anxiety really affect her voice a lot. She couldn’t get to the right tone and she knew it right away (her face looked like she was about to cry at that point. My poor Sakura ) and I can hear her voice shaking clearly. I feel so bad for Sakura as I usually lost my voice whenever I feel anxious too.I think she put a lot of pressure and expectation on herself which caused her extreme nervousness and anxiety on stage.I’m sure in a more relaxing environment she can nail her parts well. Hope she can actually enjoy singing live again.
802,  @Diag723,김채원 : 잘함 뭐 워낙 예전부터 유명했으니까허윤진 : 무난하게 잘함 약간 불안정한데 성량이 좋음홍은채 : 생각보다 진짜 안정적이게 잘함카즈하 : 랩은 안정적이게 잘하는데 보컬이 살짝 불안불안함사쿠라 : 조금 많이 불안정함 자신감이 없는건지...ㅠ 연습이 전체적으로 필요하다고 생각함일단 르세라핌은 춤 퍼포먼스는 까일 여지가 절대 없는 만큼 애들 보컬 트레이닝좀 시켜줬으면 좋겠음 은채 즈하도 진짜 많이 늘었으니까 연습하면 충분히 극복 가능하다고 생각함그리고 쿠라도 여기서 사람들이 악플다는거 신경쓰지 말고 열심히 연습해서 자신감있게 할 수 있으면 좋겠다
803,  @orange1293,SAKURA SLAY YOU WILL ALWAYS BE FAMOUS
804,  @bbb7594,unforgiven vocals
805,  @kazzuwa,Now NEVER speak on Zuha's vocals again  She deserved those lines coz she CAN sing and rap.
806,  @silviariani6215,Kkura fighting and don't be afraid
807,  @user-ej2yb3oh9u,여긴 채원이가 에이스인듯 목소리 넘 좋고 예쁘네요 ㅎㅎ
808,  @Nana-gq2nn,Kazuha 
809,  @user-im3ju3nn4u,채원이 파트 왤캐 없지…..앵콜들으니까 확 느껴지네ㅠ
810,  @user-uo6wc8ky8w,고생했어!!이번주도 화이팅
811,  @user-tq3ds1fd7o,사쿠라 파트를 안주는게 아니라..안주는데 다 이유가 있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
812,  @user-pt5nj8uq2c,김채원이 메보해야겠다...혼자 잘하네ㅜㅜ
813,  @zarienzamri,now i know why sakura get the least lines despite her experience 
814,  @ishanschapter,Yunjin hair is looking so cool
815,  @Gimchizzigae,꾸라 성격상 열심히 하려고 하고 춤도 늘었는데 노래안느는거에 스트레스 받아할것같은데 그전에 매일매일 발성연습을 해야한다. 좋은 보컬 선생님 찾아가서 발성부터 제대로 잡아야할듯노래잘하는 엑소 백현도 보컬쌤찾아가며 노래하더라 그건 부끄러운게 아니고 미래를 생각해서 노력해보자!!
816,  @replay1257,"다른 영상 어디서 본 댓글인데라이브 잘하는 여돌 엔믹스 왈: 쪼그려 앉아서 걸어가면서 매일 몇시간씩 노래 연습했다남돌 인피니트 왈: 기마자세하고 노래 연습했다.내 돌이 라이브를 잘하면 욕먹을 일이 없어서 편안한데, 이 그룹은 인기에 비해 실력이 너무 터무니없어서 팬들이 쉴드치기 바쁘네..근데 그게 쟤네한테 좋은게 아님저정도로 죽을듯이 노력해야 실력파 소리듣지"
817,  @cleargreen123456789,"Hybe needs to focus on vocals more. I'm not interested in all the excuses fans can come up with. If you're going to take children and very young adults and put them on stage, make sure they can do it confidently and competently, because they are the ones who will receive the criticism the most."
818,  @user-dp5vp8zu8j,노래가 그렇게 어려운 피치도 아닌데
819,  @ER-pm3jt,외국인들도 정상인들은 김채원 파트 왜 이렇게 없냐고 김채원 파트 더줬으면 앵콜 좋았을거라 그러는게 웃기네 ㅋㅋㅋㅋ 듣는 귀 다 똑같음
820,  @exaudi2417,노래를 듣는 건지 소음을 듣는 건지..
821,  @felix_xjen,Sakura is an idol for years so why does she sing like a goat every time I hear her ??
822,  @user-jd6te5up6c,3:12 이때부터 ㅈㄴ 대환장이네 허윤진 가사 저는 거 수습 안 돼서 괜히 목소리 크게 내는 거 공수치 오지는데 뒤 파트 사쿠라 염소 목소리 진짜 ㅋㅋㅋㅋ 얘넨 뭐냐
823,  @shinyoume,How do idols sound below average while just standing still but fans swear they're singing live while doing hard choreography??? Make it make sense...
824,  @user-kq5bv5gi5j,후렴이 떼창 파트라 김채원 파트가 적긴 적구나 갠적으로 목소리 더 듣고 싶은데
825,  @jaehakim8290,이곡자체가 음피치부터 고음도 없고 단조루운곡인데 음정이 다들 넘 흔들린다..
826,  @user-mm5pg2po2l,겁도없꾸라에 보컬선생님 초대해서 레슨 받자
827,  @getout_asshole,"솔직히 팬심 있어도, 못 부른다는건 부정 못하겠다 ㅠ"
828,  @youngforever3260,애들 춤은 충분히  잘하니까 춤연습시간 줄이고 라이브연습  빡씨게 하는게 좋을듯..
829,  @user-ky5wz7zp4n,왜 김채원 파트가 제일적은거임? 걍 제일잘하는데
830,  @jihyun4473,원래 아이즈원때부터 사쿠라 장원영은 실력논란많았는데  둘다 데뷔하고도 실력 처참한건 변함없는듯...아이즈원때 도대체 뭘했나싶음 둘다 노래 는영아니고 비주얼담당만 해야할듯
831,  @tk-rl6zz,하이브한테 부탁인데 독기컨셉 3번 연달아 했으니까 이제 다른거 하면 안됨?? 멤버들 성격이나 케미가 좋아서 마음은 가는데 소속사에서 미는 컨셉이랑 실력의 괴리감이 너무 커서 피어나로서 공수치 옴
832,  @user-yd4lx7wg6v,르세라핌 진짜 좋아하는데 2명은 괜찮은데 3명은 ㅠㅡㅠ..라이브가 왜 이래요
833,  @user-xz3hs7oo6i,근데 어떻게 자기파트 가사를 까먹을 수가 있음? 옛날곡도 아니고 지금 활동하는 곡인데? 그냥 무대에서 라이브 안했다는 반증아니냐
834,  @user-yf8ex4nb2l,전반적인 실력이 딸리니 라이브 ar없는 mr 생라이브에서는 멤버들이 화음이나 코러스를 넣는 것이 아니라 떼창을 함! 그나마 노래가 되는 허윤진하고 김채원도 다른 셋이 못해서 잘해 보이는 거지 저 실력이면 다른 걸그룹에서 서브보컬 정도 밖에 못함.
835,  @jreal8726,김채원만 잘하는데 채원파트 왤케 없지
836,  @user-un4od9kn5e,춤 안추고 부르는건데도 이러면..ㅜ 보컬 연습도 챙겨 하이브...
837,  @user-bh7ll1pi6t,사쿠라는 연습이 필요하다...파트가 부족한 이유가 이거였네...
838,  @user-st5yb7yf7t,르세라핌으로 인해 다른 그룹 재평가 ㅋㅋㅋㅋㅋ
839,  @onri3665,차라리 원래 무대에서도 실력이 저러면 저런가수구나 하겠는데 무대에선 보정떡칠한 ar이나 라이브녹음 틀어놓고 격한춤에도 흔들리지않는 실력 하면서 실력파 이미지 만들어놓고 춤 하나 안추고 설렁대는 앵콜무대에서 라이브 개털리니 망신인거지ㅠ 김채원빼고 염소들 같잖아
840,  @ed3245,2:19 chaewooonnnnnn
841,  @user-ky5wz7zp4n,채원이파트늘려주라..
842,  @user-od6vo3gk2j,노래 연습을 많이 시켜야겠네요..
843,  @hp9529,뭔 고음도 아니고 이 정도도 라이브를 못해 실력파 독기언플이나 하지말든가 하여튼 팬들도 ㅈㄴ웃긴게 지들이 라이브실력 억빠 존나 해놓고 뭐라함 적반하장임ㅋㅋㅋ
844,  @MatthewLee-vi5kd,사쿠라는 제일 오래 아이돌 했는데 왜 제일 못 하지
845,  @user-perpersonperfect,"이게 실력파...?!?! 독기쩌는 실력파라더니 실망.. 다음 활동땐 이런 불안감없게,  즈하 쿠라 실력 좀 더 키워서 오길"
846,  @user-ho4fi1nd1h,“독기호소그룹”
847,  @Letsgo-fn8vb,피얼레스때는 음이 낮아서 여자가 부르기 어렵다고 쉴드쳤는데 이번꺼는 좀 아니지 않나? 난 랩파트를 걱정했는데 일반적인 부분들이 문제인듯 함
848,  @JSeokryu,악플도아니고 사실대로 이야기뿐. 구분가능한 똑똑한인간 여기 좀 있겠지?? 데뷔전 일반인 즈하양...X년차 쿠라보다 훨씬 더 잘하는거 뭐징......쿠라야 예능 덜 활동하고 노래수업 2배 더...좀...현실적으로 좀 보자 쿠라팬들ㅋㅋㅋ예전보다 저 잘했지만
849,  @user-vk7rx2xo1e,내가 본 여돌중에 얘네가 역대급으로 노래 못하는데 왜 노래 잘하는 그룹으로 포장되어 있던거임?ㅋㅋㅋㅋㅋㅋㅋ팬들이 문제였구나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋ
850,  @lee_seo_jun,팬인데 쿠라 노래 계속 안는다고 힘들어하는거 봤는데 계속 안느니까 어떻게 해야할질 모르겠다 팬인데도..좀 슬프네
851,  @user-ot5ep3yk9m,아이브가 낫다구 생각되어질줄이야
852,  @user-sn6uo4ys1k,노래방 온줄 ㅋㅋㅋㅋㅋ라이브ㅜ개판이고 ㅜ
853,  @Markdongzzin,근데 솔직히 말하면 허윤진도 잘하는지 모르겠음 피치 다나가는데
854,  @user-is1zt8gb9w,3:16 사쿠라 모먼트
855,  @user-lt7jl1sz3j,옹알이하는줄알았네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
856,  @jwn1121,채원이 빼곤 연습 많이 해야겠다...ㅋㅋ
857,  @zerozero695,언포기븐 중독될만큼 많이 들었는데 긴장해서 그런지 라이브 좀 많이 안타깝네요
858,  @play-fy9lw,노래 몇번 들은 머글이 나가서 불러도 낫겟다
859,  @user-fo3he7hd5t,차라리 떼창부분을 혼자 부르게 하는게 더 나을 거 같다....
860,  @yulee0101,춤만 열심히 한거구나
861,  @gianigrah,I expect better from yunjin…
862,  @user-gw4ul4kn5d,사쿠라는 목소리 떨리는거 대체 언제 잡을거임?
863,  @user-qg1xb5sl9x,가수면 당연히 노래를 잘해야지;;; 그리고 지금 데뷔도 못하고 아득바득 살아가는 연습생들이나 데뷔하고도 순식간에 사라지는 그룹들이 을마나 많은데;; 높은 데 갔으면 그에 마땅한 자격을 가져야 하는거지
864,  @user-wc6bv5fj2l,사쿠라는 진짜 심하다..아니 이정도로 실력없는거 보면ㄹㅇ개선 불가능한 음치인거임...쟤 아이돌로 데뷔한지 10년 넘지않음??
865,  @MrAngkmpupu,관객들이 앵콜할때 다 가만히 있다... 응원봉을 흔드는 사람이..
866,  @user-ov5hp8mh8b,사쿠란 데뷔가 10년차가 넘었는데 라이브가 왜 이따위지..?
867,  @user-ut7kb4gb9m,여기에 잘하는 사람이 있다고? 노래잘하는 일반인도 이거보단 잘하지않을까?
868,  @czechmatey,go watch aespa savage encore when they had been only debuted for a year to cleanse your ears
869,  @user-fo1ni8wz7f,"Omg, Twice encore flashbacks"
870,  @paasly0647,개웃기네ㅋㅋㅋㅋㅋㅋㅋ 이따위 노래실력으로 데뷔했냐 ㅋㅋㅋㅋㅋㅋㅋㅋ 도로 연습생으로 돌아가라
871,  @television2539,이거 그 옛날에 아이돌발굴(?)하는 프로그램...뭐였더라 완전 개차반이였던...그 느낌난다...️
872,  @user-to4uh1ij3k,아이브가 이랫으면 숏츠 볼때마다 뜰정도로 까엿음
873,  @park_chanmin,김채원은 많이 늘었네
874,  @qwerpark27,다들 정산 받을때마다 채원이한테 돈 뗴줘라..
875,  @samgonie,전체적으로 많이 아쉽네...
876,  @Yejun_kkamzzik,그…다 커버쳐도…사쿠라는…안 될것 같다…
877,  @user-kz1ml4uv4l,저 붉은악마 머리띠가 무슨 소용 ㅋㅋㅋㅋㅋㅋ아 진짜 웃기다
878,  @user-qz8ml8mh2y,에프기븐 에프기븐~
879,  @user-uz2eq8of1m,그냥 에스파 엔믹스 빼고는 다 아이돌이라고 하지 말고 댄스팀이라고 이름 붙히자....
880,  @user-ng7ox5yu4y,복근 운동말고 보컬 연습을 하세요 ...
881,  @anyazzz6569,Sakura and kazuha need vocal training.. no hate.
882,  @user-vn7qv4ct3k,리더가참..고생이 많다 
883,  @user-hm1gz4ty8o,아니 근데 솔직히 말해서 음이 그렇게 못올릴음도 아닌데 이정도로 흔들리는거면 심각한거 아니노??
884,  @user-Im_cute_and_beautiful,봐줄만한 사람이 김채원이랑 허윤진이랑 홍은채밖에 없네
885,  @karination,"y’all i can tell how sakura ain’t stable and all that,but i cant see a issue with kazuhas vocal except in the second pre chorus?"
886,  @user-zp6ws2cv4v,김채원 영입한이유
887,  @zerotwothree,Pls bring back garam
888,  @um1254,"사쿠라는 음치, 박치네.. 연습해도 연습 한 부분만 잠깐 좋아지지 다른 노래 하면 또 다시 염소소리 낼껄카즈하는 리듬감은 좋은 편이라 저음 랩은 꽤나 잘 하는 편이나 성대를 조이는 소리라 노래는 안됨허윤진은 가창력 올려치기 심함… 가만히 서서 부르는것고 피치를 못맞추는데 노래 좀 부른다 할 수 있는건가?홍은채가 연습 좀만 더 열심히 하면 오히려 윤진이보다 안정적일 것 같음 허윤진은 기본기보다 기교를 먼저 배운 느낌… 이런 타입이 가장 발전하기 힘든 타입채원은 그래도 자기 몫은 하네"
889,  @user-vq1kx5yb5m,Önceden Sakura'ya niye az yer veriyolardi diye düşünüyordum. Şimdi anladim baya kötü 
890,  @NeNaPaNiK,Ni las IVE se atrevieron a tanto.
891,  @user-pn2dk2mc6r,사쿠라 저런데도 팬들이 파트더달래ㅋㅋ
892,  @James_McAvoy,진지하게 쪽팔려..... 해외팬들도 노래실력 용서못한다고 비꼬잖아
893,  @MinaSteph,"Oh no. That was awful, sorry. Chaewon was the only one who sang in tune. Congrats on the win, anyway."
894,  @user-bu2pb7pb3x,허윤진... 성악했다하지 않았나...
895,  @user-li8dl6hq4y,좀 충격적이다... 이러고서 막 치열하게 살아온척...
896,  @user-bu4wg7uz4c,아이브 욕하지말자...
