Unnamed: 0,아이디,댓글 내용
413,  @aeun7222,아니 썸네일뭔데.. 장원영은 가면갈수록 청순해지네..
414,  @kkiedj9498,유진 리즈 이서 칭찬밖에없네 가을 원영도 파트는 적지만 다 라이브 너무 잘한다
415,  @dkjdjddjjj1462,…
416,  @loanson8973,leeseo improving，Liz and Yujin Slayed
417,  @annagurtner9606,Liz and Leeseo the live singers!
418,  @djdb1214,LIZ SOUNDING JUST LIKE THE TRACK AND WHILE DANCING 
419,  @user-hu7xs4rb2j,진짜 아이브는 리즈한테 존나 절해야된다 곡의 완성도를 200%까지 끌어올리는 멤버가 리즈인듯
420,  @user-pt5po3gs8o,진짜 ㅇㅈ
421,  @user-gx6ek3hl6h,그란걸로 치면 리즈도 타멤들한테 존나 절해야 함 완성도 높은 노래여도 팬덤 끌어오는 멤버들 아니었으면 망돌되는 거 순식간이라
422,  @mavtc,​ @user-gx6ek3hl6h  그 뭔가 이해가 안 가시나본데 ..
423,  @user-le5dc7zu8u,둘째줄은 맞말이라고해도 첫째줄 좀 그렇지않나 멤버마다 각자 역할이 있는거고 장단점이 있는건데
424,  @sally0830,위즈원이지만 이건ㅇㅈ
425,  @user-co4zr3dj8c,리즈가 음색갑이고 레이가 힙한느낌 더해줌 ㅋㅋㅋ
426,  @user-ts1mg8ed3q,​​​ @user-gx6ek3hl6h   뭔가 말이 안맞아요! 리즈는 원래 부터 다른맴버들 보다 엠알 제거 할때도 리즈많큼은 크게 잘하는 맴버는 없었음. 유진이 밖에는 물론 인기가 많은 맴버가 포함되어 있어서 그런건지는 알겠지만 리즈는음색도 좋고 라이브도 잘하니까 인기가 많아 진거임 어떻게 보면 쌤쌤인거임 서로 고마워 해야하는거지 그걸 그러게 이야기하는건 아니라고봄
427,  @user-vy4qq7oz4d,"​ @user-ts1mg8ed3q  장원영,안유진 없었으면 아이브 못뜨는것도 팩트긴함"
428,  @Ping_gong, @user-gx6ek3hl6h  그런논리라면 이 말 맞다고 생각함
429,  @user-ft1vh7wy1x, @Ping_gong  그런 논리로 말한거 아닐수도
430,  @user-yh8ou1pi5q,진심 ㅇㅈㅇㅈㅇㅈㅇㅈㅇ
431,  @user-iv8ti8sw7h,​ @user-gx6ek3hl6h  이거 맞는말 아님? 안유진 장원영 없었으면 아이브 망했음 ㅋㅋ
432,  @MY._ae,​ @user-gx6ek3hl6h  이해안되시나
433,  @user-cg4yd5sq2j,리즈 칭찬인건 알겠는데 다른 멤들도 하는건 많음..ㅠ
434,  @MY._ae, @user-cg4yd5sq2j  ㅇㄴ 리즈 칭찬하면 리즈 따라서 칭찬해주는게 예의임...
435,  @MY._ae, @user-cg4yd5sq2j  다를 멤  욕하는것도 아니잖아
436,  @user-jp4xd2no5q,유진양도  잘하는거 같은데....누가 메인보컬? 누가서브보컬?  인가요^^
437,  @user-wq7yl5cl7m,걍 다같이해주는데
438,  @user-oc6pu4id2r,"​ @user-vy4qq7oz4d 근데 아이브 초반엔 리즈 인기 많았기도 했음. 안녕즈바로다음으로...장원영급은 아니여도 ""금발머리걔""라는 이름으로 많이불림."
439,  @yun106107,이런 댓글이 리즈 욕먹이는거 모름? 그렇게 혼자 이끌고 나가면 걍 솔로하지 왜 걸그룹으로 나왔겠냐
440,  @user-vr8yv1tq9e,ㅇㅈ
441,  @tian7743,OMYGOD IM CRYING THEYRE SO GOOD
442,  @li-wr1lo,안유진 춤도 개빡세게 추던데 라이브 완전 안정적이네....
443,  @rinidwilestari5766,Bukan fans mereka tapi salut sama vocalnya liz stabil banget  harus dapat banyak part si liz di lagu² berikutnya
444,  @wonnyverse_offical,liz live vocals are so good
445,  @user-te6rh3kv5w,리즈 유진 걍 미쳤고 이서 노력하고 있는 것 같아 넘 예쁘고 가을 랩 잘한당! 원영이 많이 나아졌다..
446,  @huniely9583,라이브 개 잘 하네
447,  @user-wl2sn6td8s,리즈.. 고음 부를수록 듣고 소름...넘 잘하자낭 ㅠㅠ
448,  @darrymatiasconde,Yujin really knows how to hit that high note starship really train them for this so it cant damage their voice...its so light and not heavy...especially in the high notes of liz and yujin
449,  @mysticoncedive,They sound amazing but it can still damage their voice since the high notes are strained.
450,  @jakesim3648,Liz and Yujin's highnote 🫶
451,  @thesun5872,Yukon’s high note was really stable! Check out the Mr remove
452,  @kkangkkang9096,리즈 미쳤다.... 고음 다 부르는거였어?!?
453,  @zoo2616,우리 리즈 미쳣다….
454,  @user-px3ie8kc7r,안유진 참 시원시원하게 이쁘게 잘생겼다
455,  @jasionfr4988,Leeseo shines this era with stability Tbh
456,  @soovinforever,이서 원래 라이브 잘 하는데 예전에 립싱크 했다고 까이는 거 너무 안쓰러웠음  잘한다 막냉이
457,  @Seonah_dokjil320,지금 보다 잘하는건 아니였어요....지금은 진짜 늘었구요
458,  @user-tc7vb5vr1y,잘하는건 아니었음. 노력하는게 보기 좋다는 의견들이었고 지금은 많이 늘은게 보임. 립싱크는 다른분이고
459,  @haesoling2,잘하는건 아님.. 그래도 많이 늘은듯
460,  @7n871,​ @haesoling2  저 정도면 잘하지 그럼 못 하는 거임...? 기준이 얼마나 높아... 설마 메보급 실력을 원하는 거야?
461,  @7n871, @user-wj9lh6wq1c  러브다이브 레코딩만 봐도 비음이 심할뿐이지 은근 음역대 폭도 넓고 성량도 크고 앞으로 더 발전할 가능성도 있고
462,  @user-qm9lf2ul8w, @7n871  팬쉴드애잔하다.... 피프티피프티 뉴진스만큼하는게 그나마 하는거지
463,  @haesoling2, @7n871  비음이 심해서 못부르다고 하는거.. 그래도 아이 엠 보면 실력 늘은거같긴 함
464,  @aiy5874,"Liz and Yujin covered the whole song, they have worked hard, hope the other members can sing more stably"
465,  @TH4TGVRL,this is definitely a step in the right direction!
466,  @viriotie,"Liz is incredible, I am always so impressed with her"
467,  @Dotria_aa,다들 너무 늘엇다... 다들 개이뿌넴
468,  @mhk7148,리즈님이 진짜 잘하시네요
469,  @blueeberryofficial,"vocal stability ranking on this video (no hate)1) liz - her high notes were live!2) yujin - her high note at the end was so stable!3) leeseo - all her lines were stable, pre chorus was sung well.4) gaeul - skipped pre-chorus high notes (understandable) did really well with other notes! her voice was stable during her rap.5) wonyoung - she did good, bridge could be her best moment, skipped some notes!I hope Rei feels better anyways this was a good stage everyone did good!"
470,  @pearluvyna,we didn't even need mr removed to know that liz WAS SINGING LIVEEEEE CUS IT WAS SO OBVIOUS AND SLAY
471,  @INA_0913,와..울이브들 이제 라이브 진짜 잘하네
472,  @yli3911,리즈는 원래 메보니깐 잘하는거 알았는데유진이가 진짜 깜짝놀랄정도로 잘하네
473,  @user-ne5oe3yr9q,"유진,리즈 투 메보임... 둘이 진짜 왜이렇게 잘 하냐고"
474,  @iieoeiuixhdiiie,진짜 미쳤다....
475,  @ca_rat,리즈 미쳤다
476,  @user-be9qj8ut7v,실력 많이 늘었네 화이팅
477,  @yoonohwho1633,yujin and liz vocal 
478,  @user-qb5re3yj9i,리즈는 잘하는거 원래 알았는데 유진이 왤케 잘해…? 원영이도 계속 부르려고 하는 모습 좋다 그리구 얼굴이 너무 잘해
479,  @happytime2233,2:13 this leeseo part 
480,  @yeye2un,리즈랑 유진이는 원래 잘해서 더 이뻣구 이서가 진짜 갓기다 왤케 잘해
481,  @user-yt4ui3vo3c,유진 리즈 진짜 잘한다 ㄷㄷㄷ
482,  @wzski346,Liz’s voice 🥹
483,  @Uzulala,"Liz carry the whole group, her voice is perfect, Thank you MR removed clip, she shows how’s real visual."
484,  @tusjinn9274,Liz and Yunjin did so good. And Leesep during the bridge
485,  @ravengaon1234,That's wrong. her name is Yujin. Not Yunjin.
486,  @mcfarlane39,"LIZ is the most stable,  her high notes has no crack"
487,  @user-wy3hk7qk3n,가을이 목소리 완전 잘 들리고 짱 잘하는데 왜 아무도 말 없음 랩도 최고고 노래도 잘하는 가을이 사랑해
488,  @zena_12,"장원영 뭐,, 표정으로 노래하나,,, 가을이도 연습 더 해야겠다,,, 힘이 너무 없다 ㅜㅜ 역시 리즈 잘해,,, 믿고 본다는))"
489,  @user-cl2gi5wy3p,워뇨 진짜 많이 늘었다
490,  @user-zl6jr7po5d,리즈언니랑 유진언니 그리고 이서언니 엄청 열심히 부르는게 느껴짐
491,  @Falleeeni,Yujin slayed
492,  @Teruroom,リズちゃんとユジンちゃんが高音パートを一生懸命歌っててかわいらしい
493,  @user-ij1gd3gd7j,아이브 진짜 많이 발전했다...특히 이서 원영이
494,  @asiangsus,LIZ AND YUJIN CHORUS QUEENS!!! (I think i heard leeseo try to sing some of it too)
495,  @user-hy6wu5fb3g,리즈 계속 고음 파트 맡느라 힘들었을텐데 진짜 잘하구 노력한게 보인다 ️️
496,  @TannAzz-kp2ve,Ada kemajuan untuk ive Semangat terus ive️
497,  @yunaeve3918,the slayed so hardd
498,  @user-ts1mg8ed3q,리즈 엠알 제거 좋다  리즈 너무 잘해 유진이도 많이 늘어서 다행이구 원영이두 많이 늘었구 모든 멤버들 이번 앨범에서는 라이브 많이 늘어서 좋네
499,  @blue.min.g,마이크 비싼거차고 간간히 노래안부르는거 보니 내가 다 뻘쯈하다만 아이브가 갈 수록 늘고 있다는게 느껴지기도해서 미래에 어떻게 성장할지 기대된다 그나저나 아이돌이니 노래 춤 표정연기까지 해야하니까 저렬려나허허
500,  @yakisoba5985,Leeseo and Liz carrying the live
501,  @hyunjungshin9364,멤버모두들 정말 열심히하고 대견합니다 불편하다는사람들은 안보면될텐데 진짜 인생 피곤하게사는듯.  아이브는 아이브만의 길을 가면 되요!!  항상 응원합니다 아이팅!!!!!
502,  @hasanahtsuki34,Liz and Yujin have stable voice. Finally i can listen Liz's high note 
503,  @user-gv9gf8vx4s,리즈 진심 대박이다!!
504,  @user-xz1sn2tx6u,아이브 넘 멋져  그리고 고음이 완전굿
505,  @sw38740,Even as a back vocal Liz is sooo gooodd. Plz 
506,  @77kkkk,리즈 ㅁ미쳤네 존나 잘한다
507,  @tinkywinky5254,The fact that they did this amazing on shady kbs show who've been always against IVE is more great
508,  @user-hf8on7nj4z,진짜 갓생이다 공주들아 평생 꽃길만 걸어라ㅠㅠ
509,  @lloverxloser,Lesoo and liz can SING 
510,  @Winter._0,내 최애 이서랑 리즈랑 유진이 라이브 개잘해 징짜 사랑해 🩷🩷
511,  @depedoro2002,よく除去出来てて、歌がわかります。オンエアに生歌が混ぜてあると、それだけで迫力が全然違いますよね。IVEはステージで手を抜かない印象を最近すごく受けます。こういうグループのコンサートに行きたい
512,  @djdb1214,"Gaeul is so handsome  it wouldn't be accurate to call her pretty, she has a handsome look that is so attractive!"
513,  @Hululululalalal,겁나 잘한다 ㅠ
514,  @novadhens6668,Leeseo so goodLiz very clean and Yujin wow
515,  @user-mj4ro7vx2g,"유진,리즈 잘하는건 알았는데 이서도 어린데 목소리도 크고 잘해서 대견하네"
516,  @user-wb8nd5mn5w,눈물난다 너무 열심히 불어줘서 ㅠㅠ
517,  @whendypareja3164,Liz is slaying 
518,  @oes303.go.krofk3kc,뮤비 나왔을때 걱정했는데 잘 부르니깐 보기 좋다 이서는 실력이 늘어난게 한눈에 보이고 유진이랑 리즈는 원래 잘했고 원영이도 실력이 조금씩 늘고있고 가을이는 항상 잘했고 연습많이 한게 정말 티가 많이 난다
519,  @mahakendapepeldomoon9734,갓기들 이모가 믿고 있었다구 - ★ 레이까지 있었으면 음원 찢겼을 거고 짜릿해 벌써 연말 무대에서 비행기 태워줄 거 생각하니까 설렌다 존 ㉯  사랑해
520,  @rishitadas7802,Leeseo improved so much
521,  @yey4htfi543,리즈는 어떻게 로딩도 없이 움직이면서 고음 바로 지르는지 진짜 신기함 타고난 게 다른 느낌
522,  @Dobbyzzi,리즈... 최고  대박이다... 아이브를 모르는 사람이 들어도 리즈가 제일 잘한다고 느낄듯... 안정적이면서 잘함!이서도 잘한닷
523,  @vivekirom5590,They have improve so much
524,  @simsimah,This song is mostly high notes and choreo..I’d say they do very well balancing as rookies
525,  @user-fp3ow3wt7g,이서님 미쳤다
526,  @elizabeth1351,Liz is a queen!
527,  @yjhandd,노력하는 아이브 멋있다
528,  @huisuen09,역시 리즈 언니가 제 최애예요
529,  @Aurora20120,마지막 부분에 진짜 
530,  @user-li9vp7ki1j,유진 리즈가 진짜 잘한다 특히 유진이가 개미쳤네
531,  @user-du7xn3wn4c,원영아 ㅠㅠㅠㅠㅠ 점점 발전하는 모습이 넘 기특하다 앞으로도 파이팅이야
532,  @daseul2,진짜 이갈고 나온건가 노래 음이 이렇게 높은데 이걸 이악물고 노래부르는 것같아서 대단한듯...
533,  @user-fu9ot1xn2p,진짜 이서 기특하다 겁나 많이 늘음
534,  @xxvna11,춤도 개빡센데 라이브가 된다니.. 유진은 그냥 만능캐인듯 못하는게 없음 이서는 고1인데 발전 기대해도 되겟음.. 막냉이 레이 파트까지 소화하느라 수고 햇어 ㅠㅠ 이제 억까 안 나기를 .. 무ㅓ 라이브 아니다 이러는데 억까 멈ㅁ처ㅓ…
535,  @nadamingduu,리즈 이번에 악물고 다이어트하고 나온거 진짜 잘한거 같아 전에는 자꾸 머리로 가리려 하고 해서 답답했는데 이번에 확까고 자신감 넘쳐보이고 본인 음역대 노래 만나서 파트도 늘고 이번 앨범운 원영으로 시작해서 유진이 끌어가고 리즈가 중간중간 시강이야 사실 유진 리즈가 이노래 다했다..
536,  @hpmc7426,I'd say it's about right.  Doesn't prove anything good or bad.  It's a stage performance and you jump around alot.  Those that say we got perfect vocals are either copying what other people say or having a fantasy on their own.  And those that say there's no vocals are assuming too much which makes them always wrong (until they stop assuming too much in their life).
537,  @reset_5702,"1. LIZ2. YUJIN3. LEESEO,GAEUN4. JWY"
538,  @user-bt1bv8xj8n,"이서,가을이도 개잘함 ㄷㄷ"
539,  @user-gb4ee1lg2l,이서 대박이당... 엄청 늘었어
540,  @Yu-yw3rr,유진이 고음 지를때 너무 멋있어...그리고 리즈는 리즈 했다...
541,  @giantslotte8779,이번곡은 꽤나 고음인데 잘하네 아이브
542,  @user-vk2fh8tm1v,"유진, 가을, 이서 ,원영, 리즈 짱 잘해요 "
543,  @user-sn7ll1xu4b,이서 열심히 하는거 너무 보기좋다리즈 유진은 메보급이라 그에 비해서는 실력이 떨어지는건 맞는데 완벽하진 못해도 그냥 크게지르는 모습이 보기좋음
544,  @user-hy8he9ib5r,아이브멤버 다 너무노력하는게 보인다..
545,  @user-sl6vu6pe6l,원영아 너무 잘하고 있어
546,  @user-fm4in9ej1o,와 리즈 유진 존나잘한다
547,  @llllhhhw8913,헤메코 완벽하고 라이브는 갓벽 아이브 
548,  @user-fb5zy2sg3h,아이브 진짜 노력 많이한거 보인다ㅠ
549,  @roeam918,와우 다들 너무 잘하는데…>? 노력한게 눈에 보임
550,  @louieya9190,Ive is really THE group right now
551,  @hjmk5065,관객이.제일.잘 하네 아이브!  성량도 발음도 안정감도
552,  @halimatussadiah2951,"Salut sama leeseo, meningkat live nya dia dan cukup stabil, kalau liz mah aku ga heran stabil luar biasa namanya juga main vocalist, salut ada peningkatan dari mereka semua, seenggaknya mereka berusaha buat  ga banyak lipsync"
553,  @savorymiso939,Mereka mah jarang lipsync.. sekalinya lipsync langsung viral  mereka tuh girlgroup 4th gen yg paling banyak live sama nmixx dan stayc cuman orang2 jahat aja dan iri dengki
554,  @Karinadhira,I'm like a proud mother seeing how Liz shine in here 
555,  @trangedy,리즈 유진 미쳤다
556,  @heewing_,라이브 논란 왜뜨냐 이서 많이 늘었다
557,  @user-wi5my6sm2g,잘한다 아이브 ㄷㄷ
558,  @steffaisle4059,"LIZ SLAY, THE BEST"
559,  @01y1n,Leeseo liz yujin good job!
560,  @traexn,wonyoung is a great vocalist. she just needs confidence to sing out her lines instead of singing softly/lip syncing 
561,  @lavienrosewon8811,"She have only low notes ,she did correcttly"
562,  @T_xx-cd8wd,리즈랑 안유진은 말할 필요도 없이 너무 잘한다… 이서랑 가을도 새삼 럽다 앺라때랑 비교해보면 많이 늘음 본인 할당량은 다 하네.. 전반적으로 다 늘어서왔다
563,  @ckckfkfkgkgk,"1절 도입부를 제대로 불러줬으면 유진, 리즈, 이서가 돋보이는 곡 저번 곡은 가을 양이 눈이 띄더니 타고난 끼와 노력이 합쳐지면 장난아니구나 싶었음 유진이 센터같은 느낌이고 확신에 참 당당함이라 눈에 확 들어옴"
564,  @HangNguyen-jn7ms,"As expected, Wonyoung doesn't let antifans down Liz, Gaeul voice so good ️"
565,  @a97z94,it's funny how you wonyoung anti are more interested in ive mr removed than dive themselves. says a lot about you more than wonyoung
566,  @joylrp9302, @a97z94  not to mention they'll eat up videos like this. It's obvious that the creator reduces the volume too much (even a hint of the loud backtrack can't be detected until a few seconds at the end) but leave it to them to eat all the rotten videos up lol. IVE stays winning anyway
567,  @HangNguyen-jn7ms," @joylrp9302  always the stupid excuses of delusional fans for wonyoung.  If the sound is bad, why can I hear the other members' voices?  I judge according to the facts.  but not against the whole group ive.  liz and gaeul and yujin's vocals are so good."
568,  @a97z94, @HangNguyen-jn7ms  your mom
569,  @areejibr4304,Finally good job starship thats how main and lead vocal and rapper should treated and visuals are visuals (no hate they are beautiful but they should give them good lines not all the parts )
570,  @Beomgyu34,이 갈고 나온게 보임 춤 추면서 저 개높은 곡을 소화한다..? 그냥 미친거지 ㅠㅠ 리즈랑 유진은 원래 잘하는거 알고 잇엇는데 이서가 이렇게 잘하는지 몰랏다 레이 파트도 해야해서 더 벅찻을텐데 고1이 저정도면 더 발전할걸 기대해도 되겟음 기대 안 햇던 가을도 잘 햇음 다들 수고 햇다… 이제 라이브로 인증 받자 
571,  @jung4363,"""ㅅ""맞춤법 컨셉인가요...?"
572,  @user-kv2gd3vd1m,약간 흔들리는 부분도 있긴 한데 그거는 내 생각에 춤춰서 그런것 같고 리즈 유진은 고음 쭉 잘올라가서 조타
573,  @user-kk4ne8lc8h,오..요새 아이돌들 실력 마이 늘었구나~
574,  @soo9912,"유진, 리즈 미쳤네"
575,  @stali1692,원영이도 노래 완전 잘들리는데?? 왜 칭찬이 없지?? 완전 늘었어!!
576,  @9ljsw0,파트가 쉽고 가만히 서다시피 하는데저거 돈받고 하는 사람한테 저정도가 칭찬할일인거임..?
577,  @stali1692, @9ljsw0  세상에나 노래 못하고 춤도 못추고 못생긴 애들이 얼마나 많은데 애초에 저렇게 마르고 길고 흉통 작고 목이 긴애가 노래하면서 춤춘다는거 자체가 기적인거고 또 노래 늘려고 바디 만들면 살쪘다고 욕할 네티즌이기 때문에 이정도면 장원영이 아이돌 로서의 역할은 잘하는 것 같음 솔직히 정말 솔직히 말하면 장원영이 춤이랑 비주얼은 꽉 잡잖아요..? 음색도 저정도면 난 좋던데요...
578,  @9ljsw0," @stali1692  근데 비주얼이야 본인이 모델로 활동하면서 버는 돈이 있으니까 뺴고 생각할 문제고춤은 잘 추는 편인건 맞는데본인 체형이 어때서 힘든일인 노래를 부르는건 본인 기적이지, 우리 기적이 아니니 상관없고요.그래도 춤추고 노래해서 돈버는게 일단은 메인 돈벌이인데저거로 칭찬은 조금 아쉽지 않나요?데뷔가 몇년쨰인데 저거보단 잘해야 한다고 봅니다 ."
579,  @stali1692, @9ljsw0  세상 좀 아름답게 살면 좀 어때요 못한다고 욕하는 것 보단 는거에 칭찬하는게 좋잖아요 결과물을 봤을때 욕 할만큼 망한건 아니니까 노력이 보이자나요...
580,  @0nyong,리즈 진짜 레전드네…
581,  @user-ls2fk1go9o,팬들이 mr제거 노래듣고 잘한다고 하니까 팬들을 위해서 MR 없이 생목으로 춤추면서 노래하는 모습(안무연습영상)을 보고 싶습니다 부탁드립니다
582,  @user-rf3cd9dm3j,"춤은 없지만 https://www.youtube.com/watch?v=rcqGjg_bqP4&t=961s재미지게 놀면서 부르능거.MR제거라는게 애메하네요, 저도 오디션으로 할줄은알지만  음질이. .   퐈잇팅~"
583,  @user-du3rc4mq5y,진짜 실력 얘기 쏙 들어가게 하려면 jyp처럼 생목 안무연습영상 올려야됨
584,  @user-wn2rr6if9q,리즈 완전 잘한다!
585,  @user-zv6cg2mx4s,와...리즈 진짜 잘한다... 리즈는 거의 음원이랑 똑같은데?? 제일 크게 들림
586,  @user-pu6op2mo5r,확실히 다들 데뷔때 보다 눈에 뛸 정도로 늘었다.. 특히 이서랑 유진이 많이 늘은것 같음.. 리즈는 진짜 잘하긴 했지만 앞으로가 기대된다
587,  @user-nr5yf1xi4d,"안우진 김지원이 캐리하는 무대,,"
588,  @smdv5958,Ohhh so Liz and Yujin sings the chorus
589,  @JJ-dh7xp,리즈 넘 행복해보여서그걸로 만족햐
590,  @lachimolalaarmy7323,️
591,  @user-dr7qn2rw4o,다들 그냥 다 잘한다 해주지 뭐 한명씩 말해주냐... 그룹 전체가 잘해야지 그룹 전체의 평이 올라가는건데 팀 전체가 잘했음
592,  @log8833,유지니 ㅠㅠ 진짜 눈물 나 목 잘 아끼면서 활동하자
593,  @isfj4747,야 잘하네 리즈는 진짜 안정적이다
594,  @user-kw1cw7mk7j,"와 리즈, 이서 잘한다잘한다~~"
595,  @sea-_-cloud,우와..... mr제거 논란 쩔던 그룹이엇던거같은데.... 노력 암청 하신거같다... 좋당..
596,  @badalee1742,"솔직히 유진은 고음 못 부르는 줄 알았음. 애프터 라이크 녹화 영상 보고 실망했었는데, 여기서 고음을 카리스마 넘치게 부르는 모습 보고 입덕했네요. 리즈-유진이 오늘부터 최애임️"
597,  @jaejiluvv,liz sumpah suaranyaaa
598,  @user-sw8jh8dk2x,오늘 본방도 최고였는데 역시 아이브 담주부터는 본격적인 1위 사냥 가보자고!!
599,  @user-jl8vv8fw5z,리즈 모든부분에서 서포팅해주니 안정감이 장난아니구만ㅋㅋ
600,  @xyu3xn,리즈 미쳣다 진짜ㅜㅜ
601,  @hankj91,비주얼 최고 그룹….압구정 카페에 앉아 있을 법한 5명의 미녀들…
602,  @LalChisobelliaPaPaPoJam,2:00 스테이지 쾌감 오짐
603,  @darwin0141,Wdym u hate bf on wonyoung for what she sang her bit ?
604,  @keehuz7599,일정 이하 음역대 엠알제거하면서 다 뭉개진 거 생각하면 다 잘 했는데…? 이번에 애들 실력 엄청 늘었네.
605,  @user-ez1ix5fo1n,곡 난이도 엄청 높은데 잘하네ㅠㅠ 왜 욕먹은 거냐
606,  @hmingteisailung3781,Yujin 
607,  @user-go5li9xb2g,아니 진짜 성장하긴 했다이서 노라 잘하네
608,  @user-xb1ol6lb6x,다 너무 잘한당~!
609,  @user-uw1cc1to5r,이서 겁나 잘하는데??
610,  @user-rx7cw2jr7z,진짜 리즈는 짱이다
611,  @user-4-6,저렇게 관절을 많이 꺽는데;; 되게 잘 부른다
612,  @razzberryland_,They said we sing live  i-ting IVE !!
613,  @Bluxgdhayetr,리즈 유진 개쩐다 ㄹㅇ 이서 가을도 라이브 잘한다 원영이도 생각보다 라이브 잘하네
614,  @user-nj3ix8ht1h,라이브 마니 늘어써
615,  @user-gg4yq9sv5u,우리 내새끼들 노래도 잘하는거봐 춤도잘추고 예쁘고 멋잇고 사랑스럽고 대견하고 대단하고 즐겁고 긍정적이고 행복하고 진짜 못하느게뭐야 진짜 사랑한다 내가 다시한번 사랑한다 우리새낑이들 아유 ㅠㅠ 진짜 누가 낳았을꼬 이렇게 이쁜아가들을 진짜 아이브 부모님들 감사합니다 하 이런 사랑스러운 보석들을 티비에서 보게해주셔서 진짜 눈이부셔서 눈을 뜰수가없구요 진짜 지금 각막이랑 고막 다 녹아서 수술하러갑니다 진짜 언제나 행복해라 애들아 힘들면 라이브???안해도 돼 욕하면 ㅓ내가 가서 다 죽여버릴게 우리 새끼들 하고싶은거 좋은거 행복한거만 해
616,  @spongebob-xt5lb,Liz has the best voice
617,  @yena_is_sj_daughtor,"여전한 춤추는 금붕어 한명,, 나머지는 다 너무 보기 좋아요"
618,  @user-zf6lx1bq2c,원영이 얘기가 없는데 원영이도 진짜 노력한게 보여 너무 잘햇어 !! 이서 진짜 열심히 노력한거 티나고 최대한 부르려고 한모습 진짜
619,  @user-zh3lf5uq1s,이서랑 가을이 의외로 잘한다
620,  @diamond-fp3dg,Wonyoung
621,  @bpink2380,She's there just for dancing no voice
622,  @uuuumyyy,유진이가 부르는 후렴도 리즈가 같이불러주네 팀웤
623,  @Winnie_meeny_miny_moe,"후렴은 따로 멤버파트가 없이 all파트라 다같이 불러야하는게 맞는데 일단 높은 후렴 안정적으로 올릴수있는 유진, 리즈만 후렴 부르는거에요"
624,  @user-oi6yc5wh1s,단체로 부르는거에요
625,  @uuuumyyy,단체로부르긴 다른애들은 소리도안나는데
626,  @user-oi6yc5wh1s," @uuuumyyy  아니, 제 말뜻은 후렴구가 유진이 파트인줄 알고 계신것 같아서 한 말이였어요~ 오해하시게 적어서 죄송합니다..ㅠ"
627,  @wonderland_well,유진이가 부르는 후렴이 아니고 단체부분인데 유진 리즈 목소리만 들리는거죠. 둘만 부르는듯
628,  @uuuumyyy, @wonderland_well    단체부분인데 나머지는 안부르더라구요?  유진이파트라해도 틀린건아닌것같아서 그렇게말했어요.   All파트라하지만 나머지는 코러스수준이고 지분제일많은게 유진이같아보여서.  라이브할때도 후렴에 원영이 센터세웠는데 그부분 안부르고 뒤에서 유진이랑 리즈가 열심히부르더만요. 열심히부르는 그부분칭찬하려고 적은거에요.유진이파트라고 한마디했다고 댓글뭐임ㅋㅋㅋ   네네 알았어요. 제가잘못했네요. 단체파트지만 둘만불렀다 됐죠?
629,  @wonderland_well, @uuuumyyy  ? 댓글뭐임은 뭐죠? 제가 욕을했나요 뭘했나요 본인이 오해돋게 적어놓고 왜 썽내세요? 칭찬을 하려면 유진파트 라고 할게 아니고 유진리즈 둘 다 칭찬 하는게 맞구요. 부르지도 않는 멤버가 센터 차지하고 입만 뻥긋거리는건 저도 정말 별로네요 ㅋㅋ
630,  @user-du3rc4mq5y, @uuuumyyy  all 이면 다같이 부르는게 맞는데 다른애들이 안유진 리즈랑 비교되게 안정적인 라이브 실력이 부족한듯
631,  @user-fr3qr9qn5d,원영이 라이브 마니 늘었담사랑해
632,  @user-vx5lb8nf1m,춤안추고 지르는거 개멋있다
633,  @RonaWahyu-yw1qx,Sumpah Liz keren banget
634,  @backria,리즈랑 유진이랑 이서 라이브 잘한다.. 이서는 나이에 비해서 라이브 잘하는 것 같고.. 리즈는 걍 말할 것도 없고 유진이는 실력이 엄청 늘었다..
635,  @glory1191ify,열심히하는모습 좋다~
636,  @ChoiNaraLoVa,the most clean MR removed of this song. I hate it when I can still clearly hear the backtrack on the MR removed on other channels.
637,  @user-cq4yj7jh1i,리즈 폼 미쳤다
638,  @user-mo5su6mg1r,유진이랑 리즈가 캐리하네ㄷㄷㄷㄷ..
639,  @intelRTX458csl,안유진 폼 미쳤다 지락실2 빨리 나와라
640,  @BLUE__55,처음부터 끝까지 쉴 틈 없이 계속 격한 안무를 소화해 내야 하는 곡이라서 노래를 부르는 중간 중간마다 불안한 음정이 있을 수 있는데 그럼에도 불과하고 이렇게 라이브를 소화해내는 것 자체만으로도 박수 받아 마땅할지언정 욕은 하지 말아야지. 게다가 무엇보다 현재 내로라 하는 4세대 대표 아이돌들은 일정도 빡빡해서 체력적인 부분도 고려해보면 이 정도 라이브 실력은 인정하고 존중 해줘야지
641,  @user-nr6eo6gu6d,이서 성량 생각보다 크다
642,  @gguong,다 잘하네 그냥
643,  @user-oe1pm4ph7l,리즈 폼 미쳤다
644,  @user-tn1bs6lv4x,"유진이랑 리즈는 원래 어느정도 실력이있었는데 이서가 진짜 많이 늘음!! 영상으로도 노력한게 많이 느껴짐.. 이제 실력 존나 늘었는데 억까충들 악플러들 뭘로 까려나,,,,,,"
645,  @YuviFauzziah,"LIZ, YUJIN, LEESEO "
646,  @florenciadominguez824,leeseo y liz 
647,  @exocandle,Liz always makes me proud
